id_no,title,organization,skills,ratings,review_counts,metadata
240,Understanding Research Methods,University of London,"ethical standard conduct,peer review,qualitative research,research,research design,research methodology,survey,writing",0,0,Mixed ? Course ? 1 - 4 Weeks
241,Chemical Hazards and Process Safety,"University of California, Davis","accident prevention,chemical engineering,engineering analysis,engineering calculation,engineering practice,environment health safety,environmental engineering,equipment design,failure analysis,hazard communication hazcom,occupational safety health administration osha,pollution prevention,process analysis,process engineering,reliability,risk analysis,risk control,risk management,risk mitigation,safety assurance",0,0,Advanced ? Specialization ? 3 - 6 Months
242,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,"ajax,browser compatibility,cascading style sheet cs,cross platform development,frontend web development,html cs,hypertext markup language html,javascript,responsive web design,usability,web application,web design,web development",0,0,Mixed ? Course ? 1 - 4 Weeks
243,C and Go: Classical and Modern Programming,"University of California, Santa Cruz","algorithm,c programming language,commandline interface,computational thinking,computer programming,computer science,data structure,debugging,file management,file system,go programming language,integrated development environment,integration testing,object oriented programming oop,oop,program development,programming principle,qa testing,unit testing",0,0,Intermediate ? Specialization ? 3 - 6 Months
244,Introduction to Programming with MATLAB,Vanderbilt University,"algorithm,computer programming,computer science,data importexport,data management,data structure,debugging,design patterns,development environment,engineering calculation,file management,mathematical software,matlab,plot graphic,problem solving,programming principle,ui component",0,0,Beginner ? Course ? 1 - 3 Months
245,Introduction to Electricity and Magnetism,Rice University,"advanced mathematics,applied mathematics,basic electrical system,calculus,electrical engineering,electrical system,electronic component,electronic system,engineering analysis,engineering calculation,linear algebra,mathematical modeling,mechanic,physic,problem solving,torque physic,trigonometry",0,0,Intermediate ? Specialization ? 3 - 6 Months
246,Algorithmic Toolbox,University of California San Diego,"algorithm,bioinformatics,computational thinking,computer programming,data structure,debugging,design strategy,development testing,program development,programming principle,qa testing,test case,test engineering,theoretical computer science",0,0,Intermediate ? Course ? 1 - 3 Months
247,Steel Multi Storey Building - System Design,L&T EduTech,"architectural drawing,architectural engineering,building code,building design,civil engineering,commercial construction,computeraided design,construction,construction inspection,engineering analysis,engineering calculation,engineering design process,engineering drawing,engineering software,environmental engineering,failure analysis,industrial design,structural analysis,structural engineering,technical drawing",0,0,Advanced ? Specialization ? 3 - 6 Months
248,Seismology to Earthquake Engineering,?cole Polytechnique,"civil engineering,engineering,engineering analysis,engineering calculation,experimentation,laboratory testing,mathematical modeling,mechanic,risk control,simulation simulation software,structural analysis,structural engineering,vibration",0,0,Intermediate ? Course ? 1 - 3 Months
249,Software Development Lifecycle,University of Minnesota,"agile methodology,agile project management,agile software development,application security,design patterns,design thinking,engineering software,kanban principle,oop,process mapping,program development,scrum software development,sdlc,software architecture,software design pattern,software development methodology,software engineering,software quality assurance,user story,ux design",0,0,Intermediate ? Specialization ? 3 - 6 Months
250,Web Applications for Everybody,University of Michigan,"ajax,authentication,data modeling,database,database application,database design,database development,debugging,hypertext markup language html,javascript,javascript jquery,jquery,json,object oriented programming oop,php scripting language,relational database,sql,web application,web development",0,0,Intermediate ? Specialization ? 3 - 6 Months
251,Basics of Electrical Protection System,L&T EduTech,"basic electrical system,electric power system,electrical engineering,electrical equipment,electrical power,electrical safety,electrical system,engineering calculation,failure analysis,high voltage,low voltage,threephase",0,0,Beginner ? Course ? 1 - 3 Months
252,Software Product Management,University of Alberta,"agile methodology,agile software development,backlog,business requirement,functional requirement,kanban principle,product management,product requirement,project management,requirement analysis,requirement elicitation,requirement management,risk management framework,scrum software development,sdlc,software development methodology,software technical review,sprint planning,sprint retrospective",0,0,Beginner ? Specialization ? 3 - 6 Months
253,Introduction to User Experience Design ,Georgia Institute of Technology,"interaction design,prototyping,requirement analysis,uiux research,usability,usability testing,user centered design,user interface ui design,user research,ux design",0,0,Beginner ? Course ? 1 - 3 Months
